what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui,1286129425827
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129425952
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129520593
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1286129520609
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129531015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129534359
opened,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1286129536359
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1286129537234
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200809120802,org.eclipse.cdt.debug.mi.core,1286129537249
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1286129747593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129749484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129851468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129854390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129854390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129854468
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129963327
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129964937
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129964937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286129965030
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286130038202
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1286130053312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286130057937
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286130072234
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1286130075968
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286130086171
