what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1288723200198
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723213245
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723213245
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723213323
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723313464
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1288723314652
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288723318371
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723320527
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723335261
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1288723338871
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723349918
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723352058
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723352121
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1288723354152
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723386855
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288723386855
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723723561
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723723576
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723723655
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723818249
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723825702
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723840030
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1288723843687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723854140
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723857358
