what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308578949
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308580074
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583574
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583590
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583793
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583793
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583809
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583809
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583824
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583824
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583824
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583840
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583840
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583840
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583855
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583871
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583887
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308583887
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308585934
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308585934
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308586027
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308586027
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308586152
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308586152
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286308586246
