what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1286474628482
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1286474628482
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1286474628482
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1286474628482
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1286474628482
started,bundle,com.altera.sbtgui.integration,9.1.0.222,com.altera.sbtgui.integration,1286474628482
started,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1286474628482
started,bundle,com.altera.systemconsole,9.1.0.222,com.altera.systemconsole,1286474628482
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1286474628497
started,bundle,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search,1286474628669
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1286474628763
started,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1286474629872
started,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1286474631763
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286474632935
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286474646528
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1286474651310
started,bundle,org.eclipse.cdt.debug.core,5.0.1.200809120802,org.eclipse.cdt.debug.core,1286474651372
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286474660982
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286474663747
opened,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1286474666185
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1286474667357
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200809120802,org.eclipse.cdt.debug.mi.core,1286474667372
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286475161997
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286475165435
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286475171013
