what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725173320
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725187758
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1288725191148
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725201758
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725204930
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1288725205805
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1288725305508
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1288725361415
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725403447
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725409103
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725410197
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725410197
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725410290
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725421509
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725436665
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725557807
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725574229
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725574229
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725574323
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725640948
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1288725643276
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288725646682
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725649604
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288725663917
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1288725667620
