what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470353700
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470353700
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1286470353700
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470353778
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470401341
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470507669
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470562669
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470567247
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470580778
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1286470583950
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470593607
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286470596497
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1286470598607
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286471197044
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286471671700
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1286471671700
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286471673185
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286474189372
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286474204232
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286474219700
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1286474222919
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286474232388
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286474235185
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1286474235263
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1286474259950
