what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469191528
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469191591
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469247653
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469253294
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469266638
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469274403
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469373950
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1286469373982
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469374950
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469376482
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286469376638
stopped,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1286469377216
stopped,bundle,com.altera.debug.cdi.gdb.plugin,9.1.0.222,com.altera.debug.cdi.gdb.plugin,1286469377232
stopped,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1286469377232
stopped,bundle,com.altera.sbtgui.ui,9.1.0.222,com.altera.sbtgui.ui,1286469377232
stopped,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1286469377232
stopped,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1286469377232
stopped,bundle,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui,1286469377232
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,5.0.1.200809120802,org.eclipse.cdt.managedbuilder.ui,1286469377247
stopped,bundle,org.eclipse.cdt.make.ui,5.0.1.200809120802,org.eclipse.cdt.make.ui,1286469377247
stopped,bundle,org.eclipse.cdt.mylyn.ui,5.0.1.200809120802,org.eclipse.cdt.mylyn.ui,1286469377247
