what,kind,bundleId,bundleVersion,description,time
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1286235120293
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286235130434
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286235133715
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1286235135559
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286235734465
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286235772246
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1286235772246
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286235778543
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286235778543
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286235778684
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286239223418
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1286239226387
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1286239231340
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286239234621
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286239249012
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1286239252418
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286239262762
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286239266293
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1286239268121
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286239866418
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286239934793
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1286239934809
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286239940949
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286240338746
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286240341215
