what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.core,1286302972918
started,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1286302972918
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1286302972918
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1286302972918
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1286302972918
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1286302972918
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1286302972949
started,bundle,com.altera.sbtgui.integration,9.1.0.222,com.altera.sbtgui.integration,1286302972949
started,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1286302972949
started,bundle,com.altera.systemconsole,9.1.0.222,com.altera.systemconsole,1286302972949
started,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1286302973980
started,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1286302974871
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286302976371
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286302993887
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1286302998871
started,bundle,org.eclipse.cdt.debug.core,5.0.1.200809120802,org.eclipse.cdt.debug.core,1286302998965
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286303008809
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286303011480
opened,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1286303014371
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1286303015746
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200809120802,org.eclipse.cdt.debug.mi.core,1286303015824
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1286303033027
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286303035559
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1286303035574
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1286303035574
