what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1288722831055
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1288722831102
started,bundle,org.eclipse.epp.usagedata.recording,1.0.1.R200809220400,org.eclipse.epp.usagedata.recording,1288722831102
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.0.200809120802,org.eclipse.cdt.managedbuilder.gnu.ui,1288722831243
started,bundle,org.eclipse.cdt.make.core,5.0.1.200809120802,org.eclipse.cdt.make.core,1288722831430
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1288722831508
started,bundle,org.eclipse.epp.usagedata.ui,1.0.1.R200809220400,org.eclipse.epp.usagedata.ui,1288722832102
started,bundle,com.altera.sbtgui.integration,9.1.0.222,com.altera.sbtgui.integration,1288722832399
started,bundle,com.altera.systemconsole,9.1.0.222,com.altera.systemconsole,1288722832461
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288722832680
started,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1288722836071
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288722847336
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288722848696
started,bundle,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search,1288722848930
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1288722849227
started,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1288722850805
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288722876977
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288722900384
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1288722906821
started,bundle,org.eclipse.cdt.debug.core,5.0.1.200809120802,org.eclipse.cdt.debug.core,1288722906852
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288722917681
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288722921087
opened,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1288722924040
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1288722925478
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200809120802,org.eclipse.cdt.debug.mi.core,1288722925556
