what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288722970087
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288722970087
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288722970165
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723050541
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1288723053213
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288723054275
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723057275
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723071932
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1288723075697
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723086369
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723089916
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723089947
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1288723091885
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723107572
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288723107588
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723138307
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723138307
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723138370
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1288723161588
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1288723167338
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1288723167557
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288723190401
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1288723190635
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1288723190698
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288723200011
